Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot67,"Фёдор Колупаев",1,Completed,"Lighthouse Extract Sniper Area","Lighthouse Extract Sniper Area: Objective #1","1","10:58:35","10:58:58",
Bot67,"Фёдор Колупаев",1,Failed,"Resort Sniping","Resort Sniping: Objective #1","4","10:59:03","11:05:38",
Bot68,"Кондратий Рябков",49,Completed,"Boss Hunter","Spawn Point (181.4 -37.2 -268.6)","1","10:47:21","10:49:12",
Bot68,"Кондратий Рябков",49,Completed,"Boss Hunter","Spawn Point (-151.9 -4.9 -268.6)","1","10:49:17","10:51:06",
Bot68,"Кондратий Рябков",49,Completed,"Boss Hunter","Spawn Point (-197.6 -5.1 -169.9)","1","10:51:11","10:52:00",
Bot68,"Кондратий Рябков",49,Failed,"Boss Hunter","Spawn Point (-171.0 -5.1 -129.3)","1","10:52:05","11:03:01",
Bot69,"Ayden Kenna",41,Completed,"Health Care Privacy - Part 1","Zone ter_013_area_2","1","10:47:21","10:47:22",
Bot69,"Ayden Kenna",41,Completed,"Health Care Privacy - Part 1","Zone ter_013_area_1","1","10:47:27","10:47:34",
Bot69,"Ayden Kenna",41,Failed,"Health Care Privacy - Part 1","Zone ter_013_area_3","1","10:47:39","10:51:09",
Bot69,"Ayden Kenna",41,Failed,"Nostalgia","Zone huntsman_026","1","10:51:14","11:05:39",
Bot69,"Ayden Kenna",41,Failed,"Nostalgia","Item Photo album","1","10:52:17","10:59:45",
Bot69,"Ayden Kenna",41,Completed,"Lend-Lease - Part 1","Item Single-axis Fiber Optic Gyroscope #2","1","10:59:50","11:01:53",
Bot69,"Ayden Kenna",41,Completed,"Lend-Lease - Part 1","Item Motor Controller #3","1","11:01:58","11:04:19",
Bot69,"Ayden Kenna",41,Failed,"Lend-Lease - Part 1","Item Motor Controller #2","1","11:04:25","11:05:39",
Bot64,"Dudley Maxfield",40,Failed,"Colleagues - Part 2","Item Surgery kit marked with a blue symbol","1","10:47:21","10:54:34",
Bot74,"Brendon Boan",37,Completed,"Colleagues - Part 2","Item Surgery kit marked with a blue symbol","1","10:47:26","10:47:36",
Bot74,"Brendon Boan",37,Completed,"Colleagues - Part 2","Item Marked Ophthalmoscope","1","10:47:41","10:51:34",
Bot74,"Brendon Boan",37,Completed,"Colleagues - Part 1","Zone ter_023_area_2_1","1","10:51:39","10:51:58",
Bot74,"Brendon Boan",37,Completed,"Colleagues - Part 1","Zone ter_023_area_1_1","1","10:52:03","10:54:05",
Bot74,"Brendon Boan",37,Failed,"Colleagues - Part 1","Zone ter_023_area_3_1","1","10:54:10","10:57:32",
Bot95,"Бронислав Шкут",40,Failed,"Rigged Game","Zone skier_022_area_3","1","10:53:23","11:01:40",
Bot93,"Мирослав Опокин",2,Completed,"Pier","Pier: Objective #3","1","10:53:23","10:54:48",
Bot93,"Мирослав Опокин",2,Completed,"Pier","Pier: Objective #1","1","10:54:53","10:55:00",
Bot93,"Мирослав Опокин",2,Completed,"Pier","Pier: Objective #2","1","10:55:05","10:55:25",
Bot93,"Мирослав Опокин",2,Failed,"Bus Terminal","Bus Terminal: Objective #1","1","10:55:30","11:04:37",
Bot94,"Давид Полищук",21,Failed,"Colleagues - Part 1","Zone ter_023_area_3_1","1","10:53:23","10:59:29",
Bot100,"Захар Чучанов",42,Failed,"Colleagues - Part 1","Zone ter_023_area_3_1","1","10:56:00","11:00:48",
Bot99,"Владимир Перминов",42,Failed,"Lend-Lease - Part 1","Item Motor Controller #2","1","10:56:00","10:56:34",
Bot102,"Кабан Дирол (Timothy)",1,Active,"Radio Tower","Radio Tower: Objective #1","1","10:56:43","N/A",
Bot105,"Alan Simek",11,Completed,"Scrap Metal","Zone place_peacemaker_003_N3","1","10:57:09","10:58:41",
Bot105,"Alan Simek",11,Completed,"Humanitarian Supplies","Zone place_peacemaker_005_N1","1","10:58:46","11:04:18",
Bot105,"Alan Simek",11,Active,"Humanitarian Supplies","Zone place_peacemaker_005_N2","1","11:04:23","N/A",
Bot106,"Рома Очки (Linwood)",1,Active,"Tank on Bridge","Tank on Bridge: Objective #1","1","10:57:31","N/A",
Bot107,"Moshe Mccay",43,Failed,"Colleagues - Part 2","Item Surgery kit marked with a blue symbol","1","10:57:42","10:58:28",
Bot112,"Elliot Camara",52,Failed,"Crane","Crane: Objective #2","1","10:59:25","11:05:21",
Bot112,"Elliot Camara",52,Failed,"Pier Sniping","Pier Sniping: Objective #2","1","11:02:28","11:02:28",
Bot112,"Elliot Camara",52,Failed,"Pier Sniping","Pier Sniping: Objective #1","1","11:02:29","11:05:21",
Bot115,"Тоха Водолаз (Loyd)",1,Completed,"Crane","Crane: Objective #1","1","11:00:23","11:00:29",
Bot115,"Тоха Водолаз (Loyd)",1,Active,"Crane","Crane: Objective #2","1","11:00:34","N/A",
Bot117,"Максим Шишко",38,Failed,"Colleagues - Part 1","Zone ter_023_area_1_1","1","11:00:32","11:03:16",
Bot125,"Quincy Aust",45,Failed,"Vitamins - Part 1","Item Chemical container #1","1","11:02:38","11:07:28",
Bot125,"Quincy Aust",45,Completed,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #9","1","11:07:34","11:08:10",
Bot125,"Quincy Aust",45,Pending,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #8","1","11:08:15","N/A",
Bot134,"Мелентий Рэйдж (Luigi)",1,Completed,"Power Station","Power Station: Objective #1","1","11:04:38","11:05:53",
Bot134,"Мелентий Рэйдж (Luigi)",1,Completed,"Power Station","Power Station: Objective #2","1","11:05:58","11:06:23",
Bot134,"Мелентий Рэйдж (Luigi)",1,Completed,"Power Station","Power Station: Objective #3","1","11:06:28","11:06:55",
Bot134,"Мелентий Рэйдж (Luigi)",1,Pending,"Tank on Bridge","Tank on Bridge: Objective #1","1","11:07:00","N/A",
Bot134,"Мелентий Рэйдж (Luigi)",1,Pending,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #7","1","11:07:34","N/A",
Bot134,"Мелентий Рэйдж (Luigi)",1,Active,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #9","1","11:08:25","N/A",
Bot135,"Marvin Depew",55,Failed,"Gas Station Sniping 2","Gas Station Sniping 2: Objective #2","1","11:04:48","11:04:57",
Bot135,"Marvin Depew",55,Failed,"Gas Station Sniping 2","Gas Station Sniping 2: Objective #1","1","11:04:58","11:05:21",
Bot135,"Marvin Depew",55,Active,"Pier Sniping","Pier Sniping: Objective #2","1","11:05:23","N/A",
Bot137,"Deangelo Kling",31,Active,"Pier Sniping","Pier Sniping: Objective #1","1","11:05:43","N/A",
