Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot22,"Наум Магомедов",40,Completed,"Boss Hunter","Spawn Point (-174.5 9.4 -713.9)","1","01:13:44","01:13:57",
Bot22,"Наум Магомедов",40,Completed,"Boss Hunter","Spawn Point (-174.9 13.6 -649.9)","1","01:14:02","01:14:47",
Bot22,"Наум Магомедов",40,Completed,"Boss Hunter","Spawn Point (-108.5 10.1 -609.9)","1","01:14:53","01:15:08",
Bot22,"Наум Магомедов",40,Completed,"Boss Hunter","Spawn Point (-171.7 14.8 -617.7)","1","01:15:13","01:15:28",
Bot22,"Наум Магомедов",40,Completed,"Boss Hunter","Spawn Point (-84.2 8.8 -607.8)","1","01:15:33","01:15:50",
Bot22,"Наум Магомедов",40,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_1","1","01:15:55","01:17:25",
Bot22,"Наум Магомедов",40,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","01:17:31","01:20:11",
Bot24,"Гордей Мышелов",24,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","01:06:33","01:08:46",
Bot24,"Гордей Мышелов",24,Failed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","01:08:51","01:10:43",
Bot25,"Winford Cartagena",22,Completed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","01:06:34","01:07:04",
Bot25,"Winford Cartagena",22,Completed,"Gratitude","Zone place_THX_15","2","01:07:09","01:08:44",
Bot25,"Winford Cartagena",22,Completed,"Sawmill Camp","Sawmill Camp: Objective #1","1","01:08:49","01:09:35",
Bot25,"Winford Cartagena",22,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","01:09:40","01:10:25",
Bot25,"Winford Cartagena",22,Failed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","01:10:30","01:12:39",
Bot26,"Randy Delrio",41,Completed,"Return the Favor","Zone place_keeper5_2","2","01:06:35","01:08:01",
Bot26,"Randy Delrio",41,Completed,"Return the Favor","Zone place_keeper5_1","2","01:08:06","01:09:30",
Bot26,"Randy Delrio",41,Failed,"USEC Camp South","USEC Camp South: Objective #1","2","01:09:35","01:09:49",
