Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot38,"Константин Былинкин",13,Completed,"Spa Tour - Part 2","Zone place_peacemaker_008_2_N2","1","11:48:36","11:50:59",
Bot38,"Константин Былинкин",13,Failed,"Cargo X - Part 1","Item Toughbook reinforced laptop","1","11:51:04","11:51:28",
Bot40,"Damian Mcclean",52,Completed,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #4","2","11:48:36","11:49:51",
Bot40,"Damian Mcclean",52,Completed,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #3","2","11:49:56","11:52:45",
Bot40,"Damian Mcclean",52,Completed,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #2","2","11:52:50","11:54:39",
Bot40,"Damian Mcclean",52,Active,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #5","2","11:54:44","N/A",
Bot41,"Потап Лебединский",67,Failed,"Cabins","Cabins: Objective #5","1","11:48:36","11:52:00",
Bot41,"Потап Лебединский",67,Failed,"Cabins","Cabins: Objective #2","1","11:50:23","11:52:00",
Bot39,"German Hinkle",61,Completed,"Boss Hunter","Spawn Point (-520.4 -25.7 284.6)","1","11:48:36","11:49:04",
Bot39,"German Hinkle",61,Completed,"Boss Hunter","Spawn Point (-451.6 -26.0 286.0)","1","11:49:09","11:49:27",
Bot39,"German Hinkle",61,Failed,"Boss Hunter","Spawn Point (-232.7 -29.8 193.0)","1","11:49:32","11:50:47",
Bot39,"German Hinkle",61,Completed,"Boss Hunter","Spawn Point (-96.8 -41.0 211.6)","1","11:50:52","11:51:39",
Bot39,"German Hinkle",61,Completed,"Boss Hunter","Spawn Point (-87.9 -42.4 272.3)","1","11:51:44","11:52:08",
Bot39,"German Hinkle",61,Completed,"Boss Hunter","Spawn Point (-220.9 -29.8 189.5)","1","11:52:13","11:53:52",
Bot39,"German Hinkle",61,Completed,"Boss Hunter","Spawn Point (-106.0 -40.1 245.0)","1","11:53:57","11:58:13",
Bot39,"German Hinkle",61,Completed,"West Cottage","West Cottage: Objective #1","3","11:58:18","12:01:08",
Bot39,"German Hinkle",61,Completed,"Sanitar's House","Sanitar's House: Objective #1","3","12:01:13","12:02:17",
Bot39,"German Hinkle",61,Archived,"Gas Station Sniping","Gas Station Sniping: Objective #3","2","12:02:22","12:06:17",
Bot39,"German Hinkle",61,Archived,"Gas Station Sniping","Gas Station Sniping: Objective #2","2","12:06:22","12:08:14",
Bot39,"German Hinkle",61,Archived,"Gas Station Sniping","Gas Station Sniping: Objective #1","2","12:08:19","12:09:54",
Bot39,"German Hinkle",61,Completed,"Power Station","Power Station: Objective #3","1","12:09:59","12:11:39",
Bot39,"German Hinkle",61,Completed,"Power Station","Power Station: Objective #1","1","12:11:45","12:12:02",
Bot39,"German Hinkle",61,Completed,"Power Station","Power Station: Objective #2","1","12:12:07","12:12:33",
Bot39,"German Hinkle",61,Completed,"Power Station Sniping","Power Station Sniping: Objective #2","2","12:12:38","12:16:03",
Bot39,"German Hinkle",61,Completed,"Power Station Sniping","Power Station Sniping: Objective #3","2","12:16:08","12:17:57",
Bot39,"German Hinkle",61,Completed,"Power Station Sniping","Power Station Sniping: Objective #1","2","12:18:02","12:19:34",
Bot39,"German Hinkle",61,Completed,"Power Station Sniping 2","Power Station Sniping 2: Objective #1","2","12:19:39","12:22:51",
Bot39,"German Hinkle",61,Completed,"Bus Terminal","Bus Terminal: Objective #1","1","12:22:56","12:23:33",
Bot39,"German Hinkle",61,Failed,"Bus Terminal","Bus Terminal: Objective #2","1","12:23:39","12:24:46",
Bot43,"Антон Каменских",29,Failed,"Gas Station Sniping 2","Gas Station Sniping 2: Objective #2","1","11:48:37","11:48:54",
Bot43,"Антон Каменских",29,Failed,"Gas Station Sniping 2","Gas Station Sniping 2: Objective #1","1","11:48:55","11:52:16",
Bot44,"Ruben Strand",18,Completed,"Signal - Part 1","Zone place_SIGNAL_01_1","1","11:48:38","11:50:24",
Bot44,"Ruben Strand",18,Completed,"Signal - Part 1","Zone place_SIGNAL_01_2","1","11:50:29","11:53:17",
Bot44,"Ruben Strand",18,Completed,"Signal - Part 3","Zone place_SIGNAL_03_3","1","11:53:22","11:54:42",
Bot44,"Ruben Strand",18,Completed,"Signal - Part 3","Zone place_SIGNAL_03_1","1","11:54:47","11:56:31",
Bot44,"Ruben Strand",18,Completed,"Signal - Part 3","Zone place_SIGNAL_03_2","1","11:56:37","12:00:22",
Bot44,"Ruben Strand",18,Completed,"Cargo X - Part 1","Item Toughbook reinforced laptop","1","12:00:27","12:02:49",
Bot45,"Аскольд Никитин",40,Completed,"Anesthesia","Zone prapor_022_area_3","1","11:48:40","11:48:48",
Bot45,"Аскольд Никитин",40,Completed,"Anesthesia","Zone prapor_022_area_2","1","11:48:54","11:57:40",
Bot45,"Аскольд Никитин",40,Completed,"Rigged Game","Zone skier_022_area_2","2","11:57:45","11:58:05",
Bot45,"Аскольд Никитин",40,Active,"Rigged Game","Zone skier_022_area_1","1","11:58:10","N/A",
Bot83,"Вадимка Рожа (Родион)",1,Active,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #3","1","12:05:45","N/A",
Bot88,"Батыр Бочок (Damian)",1,Pending,"Tunnel Camping","Tunnel Camping: Objective #1","1","12:07:23","N/A",
Bot88,"Батыр Бочок (Damian)",1,Active,"Village","Village: Objective #4","1","12:07:23","N/A",
Bot96,"Лёва Приезжий (Houston)",1,Active,"Smuggler's Base Perimeter","Smuggler's Base Perimeter: Objective #3","1","12:09:37","N/A",
Bot98,"Валера Мочалка (Lon)",1,Failed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #1","1","12:10:08","12:17:09",
Bot103,"Платон Якут (Oliver)",1,Active,"Lighthouse Extract Sniper Area","Lighthouse Extract Sniper Area: Objective #1","1","12:11:53","N/A",
Bot114,"Павлик Коптёр (Lesley)",1,Active,"Lookout","Lookout: Objective #1","1","12:14:56","N/A",
Bot117,"Кирилл Беленький (Tyree)",1,Failed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #4","1","12:15:24","12:23:56",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #1","1","12:16:54","12:19:23",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #2","1","12:19:28","12:19:42",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #3","1","12:19:47","12:20:04",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 1st Floor","Resort West Wing 1st Floor: Objective #4","1","12:20:09","12:20:25",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #1","1","12:20:30","12:20:53",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #2","1","12:20:58","12:21:14",
Bot118,"Деня Фикус (Devin)",1,Completed,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #3","1","12:21:19","12:22:43",
Bot118,"Деня Фикус (Devin)",1,Active,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #4","1","12:22:49","N/A",
Bot125,"Вано Рыхлый (Garry)",1,Active,"Crane","Crane: Objective #1","1","12:19:33","N/A",
Bot127,"Ботир Зожник (Jamey)",1,Completed,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #1","1","12:20:36","12:20:42",
Bot127,"Ботир Зожник (Jamey)",1,Active,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #2","1","12:20:47","N/A",
Bot128,"Рудик Фикус (Cecil)",1,Active,"Radio Tower","Radio Tower: Objective #1","1","12:20:36","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Completed,"Weather Station","Weather Station: Objective #1","2","12:23:16","12:25:10",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Radio Tower","Radio Tower: Objective #1","1","12:25:15","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Crane","Crane: Objective #2","1","12:26:26","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Crane","Crane: Objective #1","1","12:26:46","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Weather Station","Weather Station: Objective #2","1","12:27:08","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Weather Station Tower Base","Weather Station Tower Base: Objective #2","1","12:27:28","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Weather Station Tower Base","Weather Station Tower Base: Objective #1","1","12:27:50","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Weather Station Shack","Weather Station Shack: Objective #1","1","12:28:11","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Tank on Bridge","Tank on Bridge: Objective #1","1","12:28:31","N/A",
Bot130,"Ванька Коптёр (Douglas)",1,Pending,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #1","1","12:28:53","N/A",
Bot135,"Максим Корешок (Denny)",1,Pending,"Power Station","Power Station: Objective #1","1","12:24:11","N/A",
Bot134,"Дэнчик Прыщь (Даниил)",1,Active,"Resort West Wing 3rd Floor","Resort West Wing 3rd Floor: Objective #3","1","12:24:11","N/A",
Bot136,"Саша Мавр (Graig)",1,Pending,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #1","1","12:24:47","N/A",
Bot137,"Созон Сикель (Gil)",1,Pending,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","12:24:47","N/A",
Bot137,"Созон Сикель (Gil)",1,Active,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #2","1","12:25:17","N/A",
Bot139,"Вадимка Везунчик (Dalton)",1,Pending,"Weather Station","Weather Station: Objective #1","1","12:25:27","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Completed,"Tank on Bridge","Tank on Bridge: Objective #1","1","12:26:00","12:26:16",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Weather Station","Weather Station: Objective #2","1","12:26:21","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Weather Station","Weather Station: Objective #1","1","12:27:31","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Weather Station Shack","Weather Station Shack: Objective #1","1","12:27:51","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Resort East Wing 1st Floor","Resort East Wing 1st Floor: Objective #2","1","12:28:13","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Resort East Wing 1st Floor","Resort East Wing 1st Floor: Objective #1","1","12:29:31","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #10","1","12:29:51","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #5","1","12:30:13","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #9","1","12:30:33","N/A",
Bot140,"Альвиан Огрызок (Cordell)",1,Pending,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #8","1","12:30:55","N/A",
Bot141,"Сява Сладкий (Tom)",1,Pending,"Radio Tower","Radio Tower: Objective #1","1","12:27:01","N/A",
Bot141,"Сява Сладкий (Tom)",1,Failed,"Lighthouse","Lighthouse: Objective #1","1","12:27:01","12:29:55",
Bot141,"Сява Сладкий (Tom)",1,Completed,"Crane","Crane: Objective #2","1","12:30:00","12:30:35",
Bot141,"Сява Сладкий (Tom)",1,Completed,"Crane","Crane: Objective #1","1","12:30:40","12:31:03",
Bot141,"Сява Сладкий (Tom)",1,Active,"Smuggler's Base Lower","Smuggler's Base Lower: Objective #1","1","12:31:08","N/A",
Bot142,"Вован Ветчина (Rocco)",1,Completed,"Crane","Crane: Objective #1","1","12:27:01","12:27:08",
Bot142,"Вован Ветчина (Rocco)",1,Pending,"Crane","Crane: Objective #2","1","12:27:13","N/A",
Bot146,"Арчи Мрачный (Михаил)",1,Pending,"Resort East Wing 2nd Floor","Resort East Wing 2nd Floor: Objective #10","1","12:28:27","N/A",
Bot147,"Юра Почетный (Kasey)",1,Active,"Resort East Wing 3rd Floor","Resort East Wing 3rd Floor: Objective #1","1","12:28:27","N/A",
Bot148,"Пися Ортопед (Hung)",1,Active,"Tank on Bridge","Tank on Bridge: Objective #1","1","12:30:02","N/A",
Bot150,"Николай Чекист (Armando)",1,Pending,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","12:30:23","N/A",
