Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot3,"Daron Eckert",9,Failed,"Sanitary Standards - Part 1","Zone pumproom","1","23:28:09","23:28:33",
Bot1,"Семён Драгомиров",32,Completed,"Engineer's Office","Engineer's Office: Objective #1","1","23:28:09","23:28:10",
Bot1,"Семён Драгомиров",32,Completed,"3rd Floor Office","3rd Floor Office: Objective #1","2","23:28:15","23:30:21",
Bot1,"Семён Драгомиров",32,Completed,"1st Floor Office","1st Floor Office: Objective #2","1","23:30:26","23:30:39",
Bot1,"Семён Драгомиров",32,Pending,"1st Floor Office","1st Floor Office: Objective #1","2","23:30:44","N/A",
Bot2,"Эдуард Родченко",20,Pending,"Chemical - Part 3","Item Syringe with a chemical","1","23:28:09","N/A",
Bot4,"Josef Liner",33,Failed,"Weapon Crate in Workshop","Weapon Crate in Workshop: Objective #1","1","23:28:09","23:28:58",
Bot6,"Дрон Сатанист (Jerold)",1,Completed,"1st Floor Office","1st Floor Office: Objective #2","1","23:28:09","23:28:44",
Bot6,"Дрон Сатанист (Jerold)",1,Active,"1st Floor Office","1st Floor Office: Objective #1","3","23:28:49","N/A",
Bot5,"Эдуард Киселев",38,Completed,"1st Floor Office","1st Floor Office: Objective #2","1","23:28:09","23:29:15",
Bot5,"Эдуард Киселев",38,Failed,"1st Floor Office","1st Floor Office: Objective #1","1","23:29:20","23:29:45",
Bot7,"Deandre Eckstein",43,Failed,"Gate 0","Gate 0: Objective #1","2","23:28:10","23:28:10",
Bot7,"Deandre Eckstein",43,Failed,"3rd Floor Office","3rd Floor Office: Objective #1","1","23:28:10","23:28:18",
