Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot153,"Jared Rucker",39,Pending,"Black Bishop","Black Bishop: Objective #5","1","13:47:43","N/A",
Bot153,"Jared Rucker",39,Completed,"Black Bishop","Black Bishop: Objective #1","1","13:49:17","13:49:44",
Bot153,"Jared Rucker",39,Completed,"Black Bishop","Black Bishop: Objective #7","1","13:49:49","13:50:09",
Bot153,"Jared Rucker",39,Pending,"Black Bishop","Black Bishop: Objective #4","1","13:50:15","N/A",
Bot153,"Jared Rucker",39,Completed,"Black Bishop","Black Bishop: Objective #6","1","13:51:28","13:52:12",
Bot153,"Jared Rucker",39,Failed,"Black Bishop","Black Bishop: Objective #3","1","13:52:17","13:52:28",
Bot153,"Jared Rucker",39,Completed,"Black Bishop","Black Bishop: Objective #8","1","13:52:33","13:52:50",
Bot153,"Jared Rucker",39,Completed,"Black Bishop","Black Bishop: Objective #2","1","13:52:55","13:53:39",
Bot153,"Jared Rucker",39,Completed,"Documents","Item Military documents #1","1","13:53:44","13:53:56",
Bot153,"Jared Rucker",39,Completed,"Documents","Item Military documents #3","1","13:54:01","13:54:11",
Bot153,"Jared Rucker",39,Completed,"Documents","Item Military documents #2","1","13:54:16","13:54:59",
Bot153,"Jared Rucker",39,Completed,"Command Center","Command Center: Objective #4","3","13:55:04","13:56:18",
Bot153,"Jared Rucker",39,Active,"Command Center","Command Center: Objective #3","2","13:56:23","N/A",
Bot152,"Sandy Lamarr",69,Completed,"Scav Lands North Building","Scav Lands North Building: Objective #1","1","13:47:43","13:47:53",
Bot152,"Sandy Lamarr",69,Failed,"D2 Switch","D2 Switch: Objective #1","3","13:47:58","13:55:28",
Bot152,"Sandy Lamarr",69,Failed,"Black Bishop","Black Bishop: Objective #3","1","13:55:33","13:55:38",
Bot152,"Sandy Lamarr",69,Completed,"Black Bishop","Black Bishop: Objective #2","1","13:55:43","13:56:18",
Bot152,"Sandy Lamarr",69,Completed,"Black Bishop","Black Bishop: Objective #8","1","13:56:23","13:56:55",
Bot152,"Sandy Lamarr",69,Pending,"Black Bishop","Black Bishop: Objective #6","1","13:57:00","N/A",
Bot152,"Sandy Lamarr",69,Completed,"Black Bishop","Black Bishop: Objective #7","1","13:58:04","13:58:26",
Bot152,"Sandy Lamarr",69,Completed,"Black Bishop","Black Bishop: Objective #1","1","13:58:31","13:58:57",
Bot152,"Sandy Lamarr",69,Completed,"Black Bishop","Black Bishop: Objective #5","1","13:59:02","13:59:21",
Bot152,"Sandy Lamarr",69,Completed,"Black Bishop","Black Bishop: Objective #4","1","13:59:26","14:00:01",
Bot152,"Sandy Lamarr",69,Active,"White Pawn","White Pawn: Objective #6","1","14:00:07","N/A",
Bot154,"Юрий Коллеров",39,Failed,"Documents","Item Military documents #2","1","13:47:43","13:56:49",
Bot156,"Curtis Natale",59,Failed,"D2 Switch","D2 Switch: Objective #1","1","13:47:43","13:51:10",
Bot157,"William Tressler",56,Failed,"Boss Hunter","Spawn Point (-85.1 -14.5 36.9)","1","13:47:44","13:49:41",
Bot155,"Ростислав Кирилов",40,Failed,"Snatch","Item Lightkeeper intelligence","1","13:47:44","13:53:25",
Bot167,"Seymour Heideman",45,Failed,"Snatch","Item Lightkeeper intelligence","1","13:48:05","13:48:25",
Bot167,"Seymour Heideman",45,Failed,"Snatch","Zone tadeush_bmp2_area_mark_12","2","13:48:30","13:54:12",
Bot167,"Seymour Heideman",45,Completed,"Sewer Manhole Building","Sewer Manhole Building: Objective #2","1","13:48:58","13:49:11",
Bot167,"Seymour Heideman",45,Completed,"Sewer Manhole Building","Sewer Manhole Building: Objective #1","1","13:49:16","13:49:34",
Bot167,"Seymour Heideman",45,Failed,"Pest Control","Zone eger_barracks_area_1","1","13:49:39","13:54:12",
Bot167,"Seymour Heideman",45,Failed,"Pest Control","Zone eger_barracks_area_2","1","13:52:47","13:54:12",
Bot168,"Kent Rinaldi",28,Completed,"Classified Technologies","Item T-90M Commander Control Panel","1","13:48:06","13:50:53",
Bot168,"Kent Rinaldi",28,Failed,"Back Door","Zone mechanik_exit_area_1","1","13:50:58","13:50:58",
Bot168,"Kent Rinaldi",28,Completed,"The Bunker - Part 2","Zone prapor_025_area_4","1","13:51:03","13:53:49",
Bot168,"Kent Rinaldi",28,Pending,"The Bunker - Part 2","Zone prapor_025_area_5","1","13:53:54","N/A",
Bot168,"Kent Rinaldi",28,Completed,"The Bunker - Part 2","Zone prapor_025_area_1","1","13:56:31","13:57:32",
Bot168,"Kent Rinaldi",28,Completed,"The Bunker - Part 2","Zone prapor_025_area_3","1","13:57:37","14:00:09",
Bot168,"Kent Rinaldi",28,Completed,"Inventory Check","Zone baraholshik_dejurniy_area_2","1","14:00:14","14:00:25",
Bot168,"Kent Rinaldi",28,Pending,"Inventory Check","Zone baraholshik_arsenal_area_1","1","14:00:30","N/A",
Bot213,"Ромчик Месси (Greg)",1,Completed,"White Bishop","White Bishop: Objective #1","1","13:59:10","13:59:23",
Bot213,"Ромчик Месси (Greg)",1,Pending,"White Bishop","White Bishop: Objective #9","1","13:59:28","N/A",
Bot213,"Ромчик Месси (Greg)",1,Pending,"White Bishop","White Bishop: Objective #4","1","13:59:48","N/A",
Bot213,"Ромчик Месси (Greg)",1,Pending,"White Bishop","White Bishop: Objective #5","1","14:00:10","N/A",
Bot213,"Ромчик Месси (Greg)",1,Active,"White Bishop","White Bishop: Objective #2","1","14:00:30","N/A",
