Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot20,"Eddy Dills",38,Failed,"Boss Hunter","Spawn Point (-232.7 -29.8 193.0)","1","10:27:14","10:30:47",
Bot20,"Eddy Dills",38,Completed,"Boss Hunter","Spawn Point (-96.8 -41.0 211.6)","1","10:30:52","10:31:23",
Bot20,"Eddy Dills",38,Completed,"Colleagues - Part 2","Item Marked Ophthalmoscope","1","10:31:28","10:33:02",
Bot20,"Eddy Dills",38,Active,"Colleagues - Part 2","Item Surgery kit marked with a blue symbol","1","10:33:07","N/A",
Bot30,"Альберт Рунов",47,Failed,"Rigged Game","Zone skier_022_area_3","2","10:29:20","10:32:09",
Bot30,"Альберт Рунов",47,Failed,"Rigged Game","Zone skier_022_area_2","1","10:32:03","10:32:09",
Bot33,"Howard Sabia",28,Completed,"Lend-Lease - Part 1","Item Motor Controller #2","1","10:29:50","10:31:16",
Bot33,"Howard Sabia",28,Active,"Lend-Lease - Part 1","Item Motor Controller #3","1","10:31:21","N/A",
Bot41,"Мелентий Метанол (Jamie)",1,Pending,"Power Station","Power Station: Objective #1","1","10:30:58","N/A",
Bot44,"Захар Лелух",41,Pending,"Rigged Game","Zone skier_022_area_3","1","10:30:59","N/A",
Bot43,"Филимон Шуршалин",23,Failed,"Colleagues - Part 2","Item Surgery kit marked with a blue symbol","1","10:30:59","10:31:32",
Bot45,"Пантелей Тургенев",24,Failed,"Scrap Metal","Zone place_peacemaker_003_N3","1","10:31:36","10:34:02",
Bot47,"Тима Фторопласт (Mohammed)",1,Failed,"Weather Station Shack","Weather Station Shack: Objective #1","1","10:31:47","10:33:20",
Bot49,"Гиви Зырь-труба (Dalton)",1,Pending,"Tank on Bridge","Tank on Bridge: Objective #1","1","10:33:34","N/A",
Bot52,"Артемий Серебров",40,Completed,"Anesthesia","Zone prapor_022_area_3","1","10:34:09","10:34:20",
Bot52,"Артемий Серебров",40,Active,"Anesthesia","Zone prapor_022_area_2","1","10:34:25","N/A",
