Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot45,"Jeffrey Steptoe",19,Failed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","23:56:51","00:03:29",
Bot44,"Desmond Riegel",18,Completed,"Boss Hunter","Spawn Point (55.3 14.1 -32.4)","1","23:56:51","23:57:06",
Bot44,"Desmond Riegel",18,Failed,"Boss Hunter","Spawn Point (-6.3 23.9 -2.0)","1","23:57:11","23:59:46",
Bot46,"Mose Lax",17,Completed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","23:56:51","23:56:57",
Bot46,"Mose Lax",17,Completed,"Mira Avenue Benches","Mira Avenue Benches: Objective #1","1","23:57:02","23:57:15",
Bot46,"Mose Lax",17,Completed,"Mira Avenue Benches","Mira Avenue Benches: Objective #2","1","23:57:20","23:58:03",
Bot46,"Mose Lax",17,Completed,"Boss Hunter","Spawn Point (122.4 22.8 -4.2)","1","23:58:08","00:04:38",
Bot46,"Mose Lax",17,Failed,"Boss Hunter","Spawn Point (136.6 22.7 -66.9)","1","00:04:43","00:10:16",
Bot46,"Mose Lax",17,Completed,"Boss Hunter","Spawn Point (121.8 22.8 -1.1)","1","00:05:28","00:07:23",
Bot46,"Mose Lax",17,Completed,"Boss Hunter","Spawn Point (175.1 17.0 2.2)","1","00:07:28","00:08:53",
Bot46,"Mose Lax",17,Failed,"Boss Hunter","Spawn Point (121.5 22.8 -2.8)","1","00:08:58","00:10:16",
Bot47,"Самуил Коломников",29,Completed,"Boss Hunter","Spawn Point (180.9 16.3 114.9)","1","23:56:51","23:57:04",
Bot47,"Самуил Коломников",29,Completed,"Boss Hunter","Spawn Point (139.3 14.1 65.6)","1","23:57:09","00:01:23",
Bot47,"Самуил Коломников",29,Completed,"Boss Hunter","Spawn Point (73.9 14.1 37.2)","1","00:01:29","00:04:49",
Bot47,"Самуил Коломников",29,Active,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #9","1","00:04:54","N/A",
Bot50,"Ike Hogge",35,Completed,"Nakatani Tower","Nakatani Tower: Objective #1","1","23:56:51","23:56:54",
Bot50,"Ike Hogge",35,Completed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","23:56:59","23:58:09",
Bot50,"Ike Hogge",35,Completed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","23:58:14","00:04:26",
Bot50,"Ike Hogge",35,Completed,"Olive Restaurant","Olive Restaurant: Objective #3","1","00:04:31","00:06:58",
Bot50,"Ike Hogge",35,Completed,"Olive Restaurant","Olive Restaurant: Objective #5","1","00:07:03","00:07:25",
Bot50,"Ike Hogge",35,Completed,"Olive Restaurant","Olive Restaurant: Objective #6","1","00:07:30","00:07:46",
Bot50,"Ike Hogge",35,Failed,"Olive Restaurant","Olive Restaurant: Objective #4","1","00:07:51","00:08:23",
Bot50,"Ike Hogge",35,Completed,"Olive Restaurant","Olive Restaurant: Objective #2","2","00:08:28","00:09:32",
Bot50,"Ike Hogge",35,Pending,"Olive Restaurant","Olive Restaurant: Objective #1","1","00:09:37","N/A",
Bot50,"Ike Hogge",35,Active,"Kyshperski","Kyshperski: Objective #3","1","00:10:24","N/A",
Bot48,"Антип Симонов",22,Completed,"Stairs Near Tartowers","Stairs Near Tartowers: Objective #1","1","23:56:51","23:57:05",
Bot49,"Ростислав Аксёнов",10,Pending,"Kyshperski","Kyshperski: Objective #2","1","23:56:51","N/A",
