Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot2,"Mitch Yao",35,Pending,"Scav Lands North Building","Scav Lands North Building: Objective #1","1","16:22:05","N/A",
Bot3,"Keneth Freeze",62,Pending,"BMP #1 Tower","BMP #1 Tower: Objective #1","1","16:22:05","N/A",
Bot3,"Keneth Freeze",62,Pending,"D2 from Dome","D2 from Dome: Objective #3","1","16:30:32","N/A",
Bot4,"Rocky Dismukes",57,Failed,"Black Bishop Underground","Black Bishop Underground: Objective #3","1","16:22:05","16:25:48",
Bot1,"Billie Kiley",46,Failed,"BMP #1","BMP #1: Objective #1","1","16:22:05","16:30:32",
Bot5,"Chancey Caruthers",50,Failed,"Boss Hunter","Spawn Point (-117.6 -14.6 58.7)","1","16:22:05","16:24:10",
Bot6,"Carlton Marciniak",46,Failed,"Command Center","Command Center: Objective #9","1","16:22:05","16:28:43",
Bot8,"Антон Ненашев",55,Failed,"Boss Hunter","Spawn Point (-104.2 -14.5 33.8)","1","16:22:05","16:25:02",
Bot7,"Станислав Мельников",58,Failed,"Knight Garages","Knight Garages: Objective #1","1","16:22:05","16:25:45",
Bot14,"Савелий Ешевский",48,Pending,"Snatch","Item Lightkeeper intelligence","1","16:22:25","N/A",
Bot37,"Кэл Татарин (Михей)",1,Pending,"Black Pawn","Black Pawn: Objective #8","1","16:30:41","N/A",
