Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot76,"Angel Leone",67,Failed,"Spawn Rush","Spawn Rush: Objective #1","1","01:32:35","01:34:43",
Bot76,"Angel Leone",67,Failed,"Following the Bread Crumbs","Zone quest_zone_keeper7_saferoom","1","01:33:55","01:34:43",
Bot77,"Malik Durbin",55,Pending,"Boss Hunter","Spawn Point (-245.0 2.7 -448.6)","1","01:32:35","N/A",
Bot77,"Malik Durbin",55,Pending,"Boss Hunter","Spawn Point (-184.6 0.1 -416.5)","1","01:33:01","N/A",
Bot77,"Malik Durbin",55,Pending,"Boss Hunter","Spawn Point (-215.2 2.7 -448.7)","1","01:33:49","N/A",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-258.0 0.0 -385.5)","1","01:36:34","01:36:51",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-205.3 0.0 -390.6)","1","01:36:56","01:37:17",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-253.6 4.1 -376.3)","1","01:37:22","01:37:50",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-202.2 0.0 -393.9)","1","01:37:55","01:38:05",
Bot77,"Malik Durbin",55,Pending,"Boss Hunter","Spawn Point (-218.1 2.7 -448.6)","1","01:38:10","N/A",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-213.1 0.1 -378.8)","1","01:38:39","01:38:49",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-178.2 0.1 -415.3)","1","01:38:54","01:39:12",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-128.4 -4.0 -418.0)","1","01:39:17","01:39:50",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-179.4 0.1 -407.4)","1","01:39:56","01:41:02",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-127.8 4.2 -382.3)","1","01:41:07","01:41:41",
Bot77,"Malik Durbin",55,Completed,"Boss Hunter","Spawn Point (-199.4 4.1 -296.5)","1","01:41:46","01:42:59",
Bot77,"Malik Durbin",55,Active,"Boss Hunter","Spawn Point (-134.4 4.2 -341.1)","1","01:43:04","N/A",
Bot78,"Корней Ревякин",46,Completed,"TerraGroup Employee","Item Flash drive marked with blue tape","1","01:32:35","01:33:14",
Bot78,"Корней Ревякин",46,Completed,"Following the Bread Crumbs","Zone quest_zone_keeper7_test","1","01:33:19","01:34:04",
Bot78,"Корней Ревякин",46,Failed,"Following the Bread Crumbs","Item Secured tape","1","01:34:09","01:35:11",
Bot79,"Доброслав Деникин",53,Completed,"Following the Bread Crumbs","Zone quest_zone_keeper7_saferoom","1","01:32:36","01:33:42",
Bot79,"Доброслав Деникин",53,Failed,"Following the Bread Crumbs","Item Secured tape","1","01:33:47","01:39:24",
Bot80,"Mario Krajewski",51,Completed,"Blue Room","Blue Room: Objective #2","1","01:32:39","01:32:40",
Bot80,"Mario Krajewski",51,Failed,"Blue Room","Blue Room: Objective #1","1","01:32:45","01:33:12",
Bot81,"Oliver Blanding",56,Completed,"Blue Room","Blue Room: Objective #2","1","01:32:39","01:32:39",
Bot81,"Oliver Blanding",56,Failed,"Blue Room","Blue Room: Objective #1","1","01:32:45","01:36:50",
Bot82,"Randolph Devault",49,Failed,"Sewage Conduit Pump Switch","Sewage Conduit Pump Switch: Objective #1","2","01:32:40","01:32:54",
Bot82,"Randolph Devault",49,Failed,"Boss Hunter","Spawn Point (-157.2 2.7 -227.0)","1","01:32:59","01:43:11",
Bot82,"Randolph Devault",49,Completed,"Boss Hunter","Spawn Point (-116.4 0.0 -256.5)","1","01:34:11","01:35:29",
Bot82,"Randolph Devault",49,Failed,"Boss Hunter","Spawn Point (-157.6 2.7 -222.8)","1","01:35:34","01:43:11",
Bot82,"Randolph Devault",49,Completed,"Boss Hunter","Spawn Point (-206.3 1.5 -291.0)","1","01:37:38","01:37:57",
Bot82,"Randolph Devault",49,Failed,"Boss Hunter","Spawn Point (-183.6 2.7 -227.1)","1","01:38:02","01:43:11",
Bot82,"Randolph Devault",49,Completed,"Boss Hunter","Spawn Point (-199.4 4.1 -296.5)","1","01:38:39","01:40:17",
Bot82,"Randolph Devault",49,Failed,"Boss Hunter","Spawn Point (-184.4 2.7 -222.8)","1","01:40:22","01:43:11",
Bot82,"Randolph Devault",49,Failed,"Boss Hunter","Spawn Point (-134.4 4.2 -341.1)","1","01:40:58","01:40:58",
Bot82,"Randolph Devault",49,Completed,"Boss Hunter","Spawn Point (-134.6 4.2 -346.0)","1","01:41:03","01:41:30",
Bot82,"Randolph Devault",49,Failed,"Boss Hunter","Spawn Point (-141.9 -4.0 -416.7)","1","01:41:36","01:43:11",
